track_id,car_id,sensor_id,timestamp,gt_x,gt_y,track_x,track_y
72,car0,0,4.95,266.84,172.955,266.85,172.83
72,car0,0,5.0,266.84,173.017,266.838,172.885
72,car0,0,5.05,266.84,173.075,266.826,172.942
72,car0,0,5.1,266.84,173.135,266.814,172.999
72,car0,0,5.15,266.84,173.193,266.803,173.05
72,car0,0,5.2,266.84,173.248,266.793,173.101
72,car0,0,5.25,266.84,173.304,266.782,173.153
72,car0,0,5.3,266.84,173.364,266.771,173.203
72,car0,0,5.35,266.84,173.421,266.76,173.254
72,car0,0,5.4,266.84,173.481,266.749,173.303
72,car0,0,5.45,266.84,173.536,266.741,173.343
72,car0,0,5.5,266.84,173.599,266.735,173.371
72,car0,1,5.55,266.84,173.659,267.328,173.708
72,car0,1,5.6,266.84,173.717,267.272,173.756
72,car0,1,5.65,266.84,173.774,267.231,173.792
72,car0,1,5.7,266.84,173.832,267.195,173.822
72,car0,1,5.75,266.84,173.886,267.115,173.893
72,car0,1,5.8,266.84,173.939,267.06,173.94
72,car0,1,5.85,266.84,174.002,267.014,173.98
72,car0,1,5.9,266.84,174.063,266.977,174.012
72,car0,1,5.95,266.84,174.125,266.943,174.041
72,car0,1,6.0,266.84,174.179,266.915,174.066
72,car0,1,6.05,266.84,174.232,266.89,174.088
72,car0,1,6.1,266.84,174.297,266.863,174.111
72,car0,1,6.15,266.84,174.354,266.846,174.126
72,car0,1,6.2,266.84,174.419,266.888,174.09
72,car0,2,6.35,266.84,174.597,267.105,174.602
72,car0,2,6.4,266.84,174.655,266.948,174.624
72,car0,2,6.45,266.84,174.714,266.911,174.63
72,car0,2,6.5,266.84,174.77,266.895,174.632
72,car0,2,6.55,266.84,174.829,266.886,174.633
72,car0,2,6.6,266.84,174.889,266.887,174.633
72,car0,2,6.65,266.84,174.951,266.937,174.626
72,car0,2,6.7,266.84,175.013,267.17,174.593
72,car0,3,6.75,266.84,175.07,267.072,175.073
72,car0,3,6.8,266.84,175.122,266.894,175.048
72,car0,3,6.85,266.84,175.178,266.886,175.047
72,car0,3,6.9,266.84,175.232,266.888,175.047
72,car0,3,6.95,266.84,175.297,266.902,175.049
72,car0,3,7.0,266.84,175.35,266.926,175.052
72,car0,3,7.05,266.84,175.405,267.002,175.063
72,car0,3,7.1,266.84,175.47,267.144,175.083
72,car0,4,7.25,266.84,175.646,266.84,175.549
72,car0,4,7.3,266.84,175.699,266.848,175.556
72,car0,4,7.35,266.84,175.752,266.866,175.572
72,car0,4,7.4,266.84,175.812,266.891,175.593
72,car0,4,7.45,266.84,175.865,266.917,175.616
72,car0,4,7.5,266.84,175.922,266.946,175.641
72,car0,4,7.55,266.84,175.982,266.98,175.671
72,car0,4,7.6,266.84,176.036,267.018,175.703
72,car0,4,7.65,266.84,176.093,267.073,175.751
72,car0,4,7.7,266.84,176.152,267.147,175.816
72,car0,4,7.75,266.84,176.206,267.179,175.843
72,car0,4,7.8,266.84,176.27,267.224,175.883
72,car0,4,7.85,266.84,176.331,267.296,175.945
72,car0,5,7.9,266.84,176.383,266.722,176.248
72,car0,5,7.95,266.84,176.446,266.729,176.28
72,car0,5,8.0,266.84,176.51,266.739,176.328
72,car0,5,8.05,266.84,176.575,266.751,176.385
72,car0,5,8.1,266.84,176.631,266.761,176.432
72,car0,5,8.15,266.84,176.685,266.772,176.483
72,car0,5,8.2,266.84,176.74,266.782,176.53
72,car0,5,8.25,266.84,176.797,266.794,176.584
72,car0,5,8.3,266.84,176.853,266.804,176.635
72,car0,5,8.35,266.84,176.908,266.815,176.684
72,car0,5,8.4,266.84,176.97,266.827,176.742
72,car0,5,8.45,266.84,177.033,266.84,176.803
72,car0,5,8.5,266.84,177.097,266.852,176.86
72,car0,5,8.55,266.84,177.151,266.863,176.91
72,car0,5,8.6,266.84,177.205,266.874,176.962
72,car0,5,8.65,266.84,177.269,266.887,177.024
72,car0,5,8.7,266.84,177.327,266.899,177.081
72,car0,5,8.75,266.84,177.386,266.91,177.133
72,car0,5,8.8,266.84,177.44,266.921,177.183
72,car0,5,8.85,266.84,177.499,266.933,177.238
72,car0,5,8.9,266.84,177.561,266.945,177.297
72,car0,5,8.95,266.84,177.614,266.956,177.348
72,car0,5,9.0,266.84,177.668,266.967,177.401
72,car0,5,9.05,266.84,177.725,266.98,177.459
72,car0,5,9.1,266.84,177.782,266.991,177.513
72,car0,5,9.15,266.84,177.84,267.0,177.555
72,car0,5,9.2,266.84,177.895,267.009,177.599
72,car0,5,9.25,266.84,177.949,267.019,177.644
72,car0,5,9.3,266.84,178.007,267.03,177.694
72,car0,5,9.35,266.84,178.071,267.042,177.751
72,car0,5,9.4,266.84,178.125,267.052,177.801
72,car0,5,9.45,266.84,178.189,267.065,177.861
72,car0,5,9.5,266.84,178.241,267.074,177.905
72,car0,5,9.55,266.84,178.298,267.085,177.954
72,car0,5,9.6,266.84,178.353,267.095,178.002
72,car0,5,9.65,266.84,178.415,267.107,178.059
72,car0,5,9.7,266.84,178.47,267.118,178.11
72,car0,5,9.75,266.84,178.53,267.13,178.166
72,car0,5,9.8,266.84,178.588,267.142,178.222
72,car0,5,9.85,266.84,178.651,267.155,178.284
72,car0,5,9.9,266.84,178.709,267.167,178.343
72,car0,5,9.95,266.84,178.773,267.181,178.408
72,car0,5,10.0,266.84,178.836,267.195,178.475
72,car0,5,10.05,266.84,178.889,267.208,178.532
72,car0,5,10.1,266.84,178.947,267.221,178.594
72,car0,5,10.15,266.84,179.001,267.234,178.655
72,car0,5,10.2,266.84,179.064,267.248,178.724
72,car0,5,10.25,266.84,179.117,267.261,178.783
72,car0,5,10.3,266.84,179.17,267.272,178.834
72,car0,5,10.35,266.84,179.223,267.283,178.886
72,car0,5,10.4,266.84,179.285,267.296,178.946
72,car0,5,10.45,266.84,179.338,267.307,178.998
72,car0,5,10.5,266.84,179.395,267.319,179.055
72,car0,5,10.55,266.84,179.45,267.329,179.104
72,car0,5,10.6,266.84,179.504,267.339,179.148
72,car0,5,10.65,266.84,179.562,267.349,179.197
72,car0,5,10.7,266.84,179.621,267.36,179.247
72,car0,5,10.75,266.84,179.682,267.371,179.3
72,car0,5,10.8,266.84,179.743,267.382,179.354
72,car0,5,10.85,266.84,179.798,267.393,179.404
72,car0,5,10.9,266.84,179.852,267.403,179.449
72,car0,5,10.95,266.84,179.905,267.39,179.39
72,car0,5,11.0,266.84,179.958,267.378,179.336
72,car0,5,11.05,266.84,180.013,267.366,179.276
72,car0,5,11.1,266.84,180.066,267.353,179.217
72,car0,5,11.15,266.84,180.118,267.343,179.167
72,car0,5,11.2,266.84,180.172,267.327,179.092
72,car0,5,11.25,266.84,180.229,267.311,179.017
72,car0,5,11.3,266.84,180.292,267.298,178.956
72,car0,5,11.35,266.84,180.344,267.285,178.896
72,car0,5,11.4,266.84,180.408,267.272,178.836
72,car0,5,11.45,266.84,180.471,267.26,178.777
72,car0,5,11.5,266.84,180.53,267.246,178.712
72,car0,5,11.55,266.84,180.59,267.235,178.66
72,car0,5,11.6,266.84,180.645,267.22,178.592
72,car0,5,11.65,266.84,180.698,267.206,178.525
174,car0,5,11.7,266.84,180.757,267.194,178.466
174,car0,5,11.75,266.84,180.815,267.182,178.41
174,car0,5,11.8,266.84,180.872,267.169,178.349
174,car0,5,11.85,266.84,180.932,267.154,178.279
174,car0,5,11.9,266.84,180.991,267.141,178.217
174,car0,5,11.95,266.84,181.047,267.129,178.164
174,car0,5,12.0,266.84,181.102,267.118,178.11
174,car0,5,12.05,266.84,181.161,267.104,178.042
174,car0,5,12.1,266.84,181.221,267.091,177.982
174,car0,5,12.15,266.84,181.279,267.075,177.91
174,car0,5,12.2,266.84,181.344,267.063,177.853
174,car0,5,12.25,266.84,181.399,267.052,177.798
174,car0,5,12.3,266.84,181.454,267.041,177.748
174,car0,5,12.35,266.84,181.507,267.025,177.672
174,car0,5,12.4,266.84,181.56,267.011,177.606
174,car0,5,12.45,266.84,181.618,266.999,177.551
